#5 acoes com bola branca, variando a cor do campo e textura da bola, 500mil Memory
# Bola branca, 5 actions - variando iluminacao e campo, com varios campos, 500 mil de memoria, fisheye random, tamanho e textura da bola variando, input 84x84 - Experimento de Tranferencia de aprendizado
1 57 -118.57368421052625 -172.5 -10.400000000000004 10000 29 13 45
2 55 -124.88909090909085 -180.10000000000014 -5.699999999999998 20000 8 8 47
3 55 -125.40363636363631 -188.9 -8.800000000000002 30000 9 9 46
4 61 -112.45245901639338 -175.49999999999997 -0.5000000000000002 40000 16 16 45
5 59 -116.65084745762705 -176.3 -7.4 50000 13 13 46
6 59 -120.13220338983044 -188.9 -10.600000000000001 60000 14 14 45
7 64 -107.03124999999994 -185.8 -1.1000000000000005 70000 22 22 42
8 59 -118.24406779661008 -186.60000000000002 -1.8999999999999995 80000 15 15 44
9 62 -109.92580645161286 -180.10000000000002 -1.1000000000000005 90000 18 18 44
10 64 -110.22031249999996 -180.7 -5.299999999999999 100000 21 21 43
11 62 -113.9951612903225 -182.0 -1.5999999999999996 110000 19 19 43
12 65 -106.4584615384615 -173.2 -4.899999999999999 120000 24 24 41
13 65 -107.77692307692301 -182.7 -4.5 130000 23 23 42
14 62 -112.7451612903225 -182.7 -1.9000000000000004 140000 19 19 43
15 60 -112.46333333333328 -182.10000000000002 -2.8 150000 17 17 43
16 65 -108.52923076923071 -193.6 0.7 160000 24 24 41
17 63 -111.62222222222216 -187.5 -2.5 170000 20 20 43
18 62 -113.79354838709672 -183.90000000000006 -3.8999999999999995 180000 18 18 44
19 68 -108.47794117647055 -188.2 -3.8999999999999995 190000 27 27 41
20 67 -103.6567164179104 -180.8 -4.8999999999999995 200000 27 27 40
21 61 -115.9131147540983 -176.79999999999998 -3.4000000000000004 210000 21 21 40
22 70 -100.33857142857141 -181.6 -3.9999999999999982 220000 31 31 39
23 71 -99.75070422535207 -174.9 -4.299999999999999 230000 30 30 41
24 67 -109.97014925373134 -179.0 -0.5000000000000002 240000 26 26 41
25 74 -96.12027027027024 -177.4 -0.8000000000000003 250000 35 35 39
26 70 -101.7442857142857 -185.6 -2.3999999999999995 260000 28 28 42
27 74 -97.00540540540537 -186.7 -4.6 270000 36 36 38
28 69 -103.82028985507245 -182.2 -0.5000000000000002 280000 30 30 39
29 78 -87.88717948717947 -181.80000000000007 -3.8 290000 44 44 34
30 76 -94.6802631578947 -185.3 -0.8000000000000003 300000 39 39 37
31 86 -83.59069767441859 -182.9 -3.2 310000 53 53 33
32 83 -80.97710843373491 -187.4 -2.499999999999999 320000 50 50 33
33 84 -88.83928571428568 -191.0 -2.8999999999999995 330000 45 45 39
34 73 -94.00684931506846 -181.10000000000002 -4.199999999999999 340000 40 40 33
35 73 -98.03835616438354 -181.2000000000001 -3.5999999999999996 350000 35 35 38
36 87 -80.50344827586206 -177.60000000000002 -3.0999999999999996 360000 57 57 30
37 73 -94.49863013698626 -183.4 -1.5999999999999996 370000 36 36 37
38 79 -90.14936708860756 -181.9 -3.0999999999999996 380000 46 46 33
39 83 -83.28554216867468 -187.3 -0.8000000000000003 390000 48 48 35
40 97 -70.82680412371133 -184.6 -1.0 400000 68 68 29
41 91 -76.74505494505493 -186.3 -1.8999999999999995 410000 58 58 33
42 88 -80.52727272727272 -185.2000000000001 -0.5000000000000002 420000 57 58 31
43 95 -76.75473684210525 -191.4 -2.3999999999999995 430000 63 63 32
44 106 -64.92735849056602 -190.3 -0.8000000000000003 440000 78 78 28
45 107 -63.65514018691587 -186.60000000000002 -1.1000000000000005 450000 79 79 28
46 108 -61.551851851851836 -187.8 -1.4000000000000004 460000 83 83 25
47 112 -60.52410714285713 -188.9 -0.8000000000000003 470000 84 84 28
48 91 -72.69999999999997 -178.6 -2.8999999999999995 480000 61 61 30
49 112 -59.62142857142855 -177.5 -0.20000000000000018 490000 88 88 24
50 100 -66.37999999999998 -183.7 -0.8000000000000003 500000 73 73 27
51 139 -46.03525179856114 -190.3 -1.1000000000000005 510000 119 119 20
52 136 -44.9580882352941 -186.7 -1.5 520000 119 119 17
53 128 -50.62734374999998 -187.0 -1.1000000000000005 530000 109 109 19
54 142 -45.23169014084505 -186.3 -0.7000000000000002 540000 120 120 22
55 150 -41.83533333333333 -177.2 -0.20000000000000018 550000 131 131 19
56 146 -42.92465753424656 -189.40000000000003 -0.20000000000000018 560000 128 128 18
57 184 -32.675 -188.2 -1.2999999999999998 570000 174 174 10
58 166 -36.54518072289156 -189.4 -0.20000000000000018 580000 149 150 17
59 182 -34.755494505494504 -189.8 -0.8000000000000003 590000 165 165 17
60 191 -30.584293193717276 -191.1 -0.7000000000000002 600000 176 176 15
61 174 -34.46666666666667 -182.2 -0.8000000000000003 610000 157 157 17
62 203 -29.23004926108374 -186.5 0.7 620000 189 189 14
63 224 -25.092857142857138 -184.9 -0.8000000000000003 630000 211 211 13
64 224 -25.433482142857144 -174.39999999999998 -0.20000000000000018 640000 212 212 12
65 223 -25.246188340807173 -183.3 -0.5000000000000002 650000 211 211 12
66 234 -24.305128205128202 -185.3 -1.0 660000 222 222 12
67 197 -30.719796954314717 -187.8000000000001 -0.5000000000000002 670000 183 183 14
68 248 -21.746370967741935 -170.50000000000006 -1.2999999999999998 680000 240 241 8
69 256 -20.938281250000003 -181.1 -0.8000000000000003 690000 249 249 7
70 261 -20.254022988505746 -173.7 0.5 700000 252 253 9
71 239 -22.904184100418412 -191.5 -0.5000000000000002 710000 227 227 12
72 264 -20.548484848484854 -183.4 -0.20000000000000018 720000 252 252 12
73 260 -20.451923076923077 -181.1 -0.5000000000000002 730000 252 252 8
74 263 -20.356653992395433 -176.6 -0.5000000000000002 740000 256 256 7
75 283 -17.380918727915194 -167.8000000000002 -0.8000000000000003 750000 279 279 4
76 301 -16.226910299003325 -172.3 -0.8000000000000003 760000 296 296 5
77 273 -18.243223443223446 -187.8 -0.7000000000000002 770000 267 267 6
78 264 -20.328787878787878 -185.0 -0.5000000000000002 780000 257 258 7
79 311 -15.240836012861735 -172.3 -0.5000000000000002 790000 307 307 4
80 254 -20.620078740157478 -187.1 -0.5000000000000002 800000 246 246 8
81 305 -16.125245901639346 -176.40000000000018 -0.5000000000000002 810000 303 303 2
82 312 -15.7448717948718 -176.40000000000015 -0.7000000000000002 820000 305 305 7
83 320 -15.355312500000002 -177.5 -0.20000000000000018 830000 315 315 5
84 329 -14.455015197568391 -187.3 -0.5000000000000002 840000 326 326 3
85 288 -17.856944444444448 -190.4 -0.8000000000000003 850000 281 281 7
86 353 -12.950141643059494 -172.60000000000002 -0.20000000000000018 860000 352 352 1
87 320 -15.189999999999998 -179.9 -0.5000000000000002 870000 313 313 7
88 301 -17.083056478405314 -188.2 -0.7000000000000002 880000 294 297 7
89 319 -15.252978056426334 -187.7 -0.5000000000000002 890000 315 315 4
90 348 -12.956609195402297 -179.4000000000001 -0.8000000000000003 900000 346 346 2
91 307 -16.47198697068404 -189.0 -0.5000000000000002 910000 299 299 8
92 337 -14.132640949554899 -179.8 -0.5000000000000002 920000 333 333 4
93 377 -11.862864721485408 -164.09999999999997 -0.20000000000000018 930000 375 375 2
94 377 -11.97161803713528 -185.7 -0.40000000000000013 940000 373 373 4
95 398 -11.130150753768845 -184.3 -0.5000000000000002 950000 394 394 4
96 402 -11.074378109452738 -176.4 -0.5000000000000002 960000 398 398 4
97 391 -11.07161125319693 -172.6 -0.5000000000000002 970000 388 390 3
98 388 -11.052061855670102 -181.4 -0.5000000000000002 980000 385 385 3
99 410 -10.778048780487804 -176.3 -0.5000000000000002 990000 406 407 4
100 431 -9.456380510440837 -94.4 -0.20000000000000018 1000000 431 431 0
101 397 -11.1727959697733 -189.9 -0.20000000000000018 1010000 391 391 6
102 419 -10.619093078758953 -183.80000000000007 -0.20000000000000018 1020000 414 414 5
103 454 -8.848237885462556 -136.20000000000002 -0.5000000000000002 1030000 453 453 1
104 437 -9.822654462242562 -185.7 -0.5000000000000002 1040000 433 433 4
105 442 -9.468778280542988 -180.60000000000002 -0.5000000000000002 1050000 439 439 3
106 405 -11.113086419753088 -191.8 -0.20000000000000018 1060000 399 399 6
107 488 -7.689549180327869 -129.9999999999999 -0.5000000000000002 1070000 487 487 1
108 453 -8.977924944812363 -191.10000000000002 -0.5000000000000002 1080000 449 450 4
109 440 -9.436818181818184 -182.1 -0.5000000000000002 1090000 438 438 2
110 452 -9.182964601769912 -185.59999999999997 -0.20000000000000018 1100000 448 448 4
111 464 -8.774568965517243 -166.2 -0.5000000000000002 1110000 459 459 5
112 455 -9.069010989010991 -188.9 -0.20000000000000018 1120000 451 451 4
113 479 -8.291440501043843 -152.8000000000001 0.7 1130000 475 475 4
114 470 -9.170638297872342 -185.2 -0.20000000000000018 1140000 462 462 8
115 469 -8.59957356076759 -175.7 -0.20000000000000018 1150000 465 465 4
116 515 -7.377475728155341 -181.5 -0.20000000000000018 1160000 513 513 2
117 538 -6.620446096654275 -175.3 -0.20000000000000018 1170000 537 537 1
118 497 -7.58450704225352 -137.49999999999994 -0.20000000000000018 1180000 494 494 3
119 536 -6.8947761194029855 -179.1 -0.20000000000000018 1190000 533 533 3
120 558 -6.405555555555557 -181.3000000000001 -0.20000000000000018 1200000 556 556 2
121 526 -6.9572243346007605 -173.8 -0.5000000000000002 1210000 524 524 2
122 527 -6.880645161290323 -174.6 -0.20000000000000018 1220000 524 524 3
123 553 -6.440506329113924 -183.7 -0.5000000000000002 1230000 551 551 2
124 554 -6.4169675090252705 -177.9 -0.20000000000000018 1240000 552 552 2
125 585 -5.7497435897435905 -124.09999999999985 -0.20000000000000018 1250000 584 584 1
126 557 -6.270556552962297 -160.9 -0.5000000000000002 1260000 555 555 2
127 575 -6.103478260869565 -177.4 -0.20000000000000018 1270000 573 573 2
128 588 -5.537244897959183 -109.89999999999985 -0.20000000000000018 1280000 588 588 0
129 601 -5.4592346089850246 -145.49999999999994 -0.20000000000000018 1290000 600 600 1
130 563 -6.013676731793961 -172.5 -0.20000000000000018 1300000 561 562 2
131 569 -6.1402460456942 -156.6000000000001 -0.20000000000000018 1310000 567 567 2
132 582 -6.10807560137457 -187.4 -0.20000000000000018 1320000 580 580 2
133 598 -5.574916387959867 -165.1 -0.20000000000000018 1330000 596 596 2
134 573 -5.950436300174519 -152.70000000000013 -0.5000000000000002 1340000 570 570 3
135 596 -5.559060402684564 -189.9 -0.20000000000000018 1350000 594 594 2
136 618 -5.134789644012946 -167.3 -0.20000000000000018 1360000 617 617 1
137 618 -5.182686084142394 -171.2 0.09999999999999987 1370000 617 617 1
138 627 -5.035566188197767 -126.59999999999992 -0.20000000000000018 1380000 627 627 0
139 653 -4.58728943338438 -39.4 -0.20000000000000018 1390000 653 653 0
140 652 -4.669325153374232 -179.29999999999995 -0.20000000000000018 1400000 651 651 1
141 641 -4.863026521060842 -181.80000000000015 -0.20000000000000018 1410000 639 639 2
142 608 -5.431743421052632 -172.8 -0.20000000000000018 1420000 606 606 2
143 636 -5.021383647798742 -177.7 -0.20000000000000018 1430000 632 632 4
144 671 -4.297764530551416 -38.0 -0.20000000000000018 1440000 671 673 0
145 681 -4.109691629955947 -17.4 -0.20000000000000018 1450000 681 681 0
146 682 -4.1995601173020525 -171.2 -0.20000000000000018 1460000 681 681 1
147 710 -3.8440845070422527 -32.80000000000001 -0.20000000000000018 1470000 710 710 0
148 671 -4.352757078986587 -140.49999999999994 -0.20000000000000018 1480000 670 670 1
149 698 -3.866189111747851 -38.09999999999997 -0.20000000000000018 1490000 698 699 0
150 704 -3.9828124999999996 -129.0 -0.20000000000000018 1500000 703 704 1
151 696 -4.102729885057471 -170.8 -0.20000000000000018 1510000 695 695 1
152 674 -4.3578635014836795 -144.1 -0.20000000000000018 1520000 673 673 1
153 663 -4.7580693815987924 -193.4 -0.20000000000000018 1530000 660 660 3
154 661 -4.533736762481088 -158.10000000000005 -0.20000000000000018 1540000 659 659 2
155 645 -4.847751937984496 -184.9 -0.20000000000000018 1550000 642 642 3
156 692 -4.171965317919073 -181.29999999999995 -0.20000000000000018 1560000 691 691 1
157 683 -4.144802342606149 -97.59999999999997 -0.20000000000000018 1570000 683 683 0
158 721 -3.7190013869625513 -19.600000000000005 -0.20000000000000018 1580000 721 721 0
159 690 -4.122898550724637 -179.2 -0.20000000000000018 1590000 689 689 1
160 692 -4.024710982658958 -145.4 -0.20000000000000018 1600000 691 691 1
161 699 -4.108583690987123 -169.7 -0.20000000000000018 1610000 696 696 3
162 669 -4.548579970104634 -189.3 -0.20000000000000018 1620000 666 666 3
163 709 -4.086318758815232 -136.3 -0.20000000000000018 1630000 708 708 1
164 676 -4.293639053254437 -169.7 0.7 1640000 674 674 2
165 672 -4.42485119047619 -179.6 -0.20000000000000018 1650000 670 670 2
166 665 -4.743157894736842 -190.9 -0.20000000000000018 1660000 661 661 4
167 721 -3.6667128987517335 -36.49999999999997 -0.20000000000000018 1670000 721 721 0
168 682 -4.372873900293255 -168.30000000000007 -0.20000000000000018 1680000 680 680 2
169 714 -3.722549019607843 -17.300000000000004 -0.20000000000000018 1690000 714 714 0
170 717 -3.8389121338912133 -180.4 0.3999999999999999 1700000 716 716 1
171 727 -3.5605226960110037 -70.29999999999993 -0.20000000000000018 1710000 727 727 0
172 656 -4.999847560975609 -188.6 -0.20000000000000018 1720000 651 651 5
173 682 -4.541642228739002 -185.6 -0.20000000000000018 1730000 678 678 4
174 712 -4.117415730337078 -194.7 -0.20000000000000018 1740000 709 709 3
175 702 -4.023646723646723 -133.7 -0.20000000000000018 1750000 702 702 0
176 734 -3.5457765667574925 -19.100000000000012 -0.20000000000000018 1760000 734 734 0
177 670 -4.6940298507462686 -190.7 -0.20000000000000018 1770000 667 667 3
178 727 -3.6255845942228326 -15.799999999999997 -0.20000000000000018 1780000 727 727 0
179 719 -3.764255910987482 -133.09999999999985 -0.20000000000000018 1790000 718 718 1
